URL,PrizeMoney,Rating,Gold,Silver,Bronze,TotalMatches,WinRate,BirthPlace
/racing/information/Chinese/Horse/Horse.aspx?HorseId=HK_2008_K118,2537750,92,3,1,3,21,0.3333333333333333,"澳洲"
/racing/information/Chinese/Horse/Horse.aspx?HorseId=HK_2008_K016,2174050,36,4,2,3,37,0.2432432432432432,"紐西蘭"
/racing/information/Chinese/Horse/Horse.aspx?HorseId=HK_2007_J090,6297350,54,7,7,9,70,0.3285714285714285,"紐西蘭"
/racing/information/Chinese/Horse/Horse.aspx?HorseId=HK_2007_J087,3684625,56,5,8,3,52,0.3076923076923077,"紐西蘭"
/racing/information/Chinese/Horse/Horse.aspx?HorseId=HK_2008_K316,521350,53,0,1,3,17,0.2352941176470588,"紐西蘭"
/racing/information/Chinese/Horse/Horse.aspx?HorseId=HK_2007_J121,1038750,60,1,2,2,11,0.4545454545454545,"美國"
/racing/information/Chinese/Horse/Horse.aspx?HorseId=HK_2006_H150,2105425,60,3,5,1,31,0.2903225806451613,"紐西蘭"
/racing/information/Chinese/Horse/Horse.aspx?HorseId=HK_2008_K308,803250,81,1,1,0,8,0.25,"愛爾蘭"
/racing/information/Chinese/Horse/Horse.aspx?HorseId=HK_2008_K004,3823875,30,5,4,4,71,0.1830985915492957,"澳洲"
/racing/information/Chinese/Horse/Horse.aspx?HorseId=HK_2006_H272,2084838,60,3,5,2,38,0.2631578947368421,"澳洲"
/racing/information/Chinese/Horse/Horse.aspx?HorseId=HK_2007_J266,209375,49,0,1,1,6,0.3333333333333333,"澳洲"
/racing/information/Chinese/Horse/Horse.aspx?HorseId=HK_2007_J152,1959250,19,3,3,4,54,0.1851851851851851,"紐西蘭"
/racing/information/Chinese/Horse/Horse.aspx?HorseId=HK_2007_J085,937075,48,1,2,2,29,0.1724137931034483,"紐西蘭"
/racing/information/Chinese/Horse/Horse.aspx?HorseId=HK_2008_K290,1566875,59,3,2,3,17,0.4705882352941176,"澳洲"
/racing/information/Chinese/Horse/Horse.aspx?HorseId=HK_2006_H208,1639850,51,2,2,0,26,0.1538461538461538,"澳洲"
/racing/information/Chinese/Horse/Horse.aspx?HorseId=HK_2008_K174,334375,38,0,2,0,12,0.1666666666666666,"紐西蘭"
/racing/information/Chinese/Horse/Horse.aspx?HorseId=HK_2005_G140,1197250,41,2,3,4,34,0.2647058823529412,"澳洲"
/racing/information/Chinese/Horse/Horse.aspx?HorseId=HK_2008_K265,21875,40,0,0,0,9,0.0,"南非"
/racing/information/Chinese/Horse/Horse.aspx?HorseId=HK_2008_K164,3402200,39,4,9,3,63,0.2539682539682539,"紐西蘭"
